date,sales,trend,seasonal,dayofweek_effect,holiday_effect,noise,year,month,day,dayofweek,quarter,weekofyear,is_weekend
2020-08-17,385.97786800200635,22.900000000000002,-120.51408697668717,-30.0,0.0,13.591954978693517,2020,8,17,0,3,34,0
2020-08-18,396.3453378336072,23.0,-112.04732953205004,0.0,0.0,-14.607332634342733,2020,8,18,1,3,34,0
2020-08-19,453.3069707067799,23.1,-74.12220108485961,0.0,0.0,4.329171791639498,2020,8,19,2,3,34,0
2020-08-20,487.93632816827676,23.200000000000003,-36.17510862979959,0.0,0.0,0.9114367980762754,2020,8,20,3,3,34,0
2020-08-21,512.6255273779207,23.3,-27.642465669962938,30.0,0.0,-13.032006952116337,2020,8,21,4,3,34,0
2020-08-22,590.4846646056801,23.400000000000002,-55.79421718082643,50.0,30.0,42.87888178650651,2020,8,22,5,3,34,1
2020-08-23,545.9192079826109,23.5,-100.2591724637493,80.0,30.0,12.678380446360224,2020,8,23,6,3,34,1
2020-08-24,324.73246627949527,23.6,-128.36468198735264,-30.0,0.0,-40.50285173315214,2020,8,24,0,3,35,0
2020-08-25,407.68951753989217,23.700000000000003,-119.73956875549644,0.0,0.0,3.729086295388553,2020,8,25,1,3,35,0
2020-08-26,428.9104655600395,23.8,-81.6538051445927,0.0,0.0,-13.23572929536776,2020,8,26,2,3,35,0
2020-08-27,497.404820946934,23.900000000000002,-43.54384574899038,0.0,0.0,17.048666695924478,2020,8,27,3,3,35,0
2020-08-28,503.303432898574,24.0,-34.84615233277205,30.0,0.0,-15.850414768654012,2020,8,28,4,3,35,0
2020-08-29,538.974552391233,24.1,-62.83071877942902,50.0,30.0,-2.29472882933798,2020,8,29,5,3,35,1
2020-08-30,537.1733416487483,24.200000000000003,-107.12640393086086,80.0,30.0,10.099745579609143,2020,8,30,6,3,35,1
2020-08-31,376.55449546932005,24.3,-135.0606084140823,-30.0,0.0,17.31510388340243,2020,8,31,0,3,36,0
2020-09-01,374.1318658645505,24.400000000000002,-126.26220599433394,0.0,0.0,-24.005928141115525,2020,9,1,1,3,36,0
2020-09-02,429.80875488582666,24.5,-88.00122039735434,0.0,0.0,-6.690024716818968,2020,9,2,2,3,36,0
2020-09-03,465.38693563723234,24.6,-49.71415813954852,0.0,0.0,-9.498906223219123,2020,9,3,3,3,36,0
2020-09-04,500.7958818841261,24.700000000000003,-40.8375334643997,30.0,0.0,-13.066584651474237,2020,9,4,4,3,36,0
2020-09-05,571.4676915290318,24.8,-68.64139327659012,50.0,30.0,35.309084805621936,2020,9,5,5,3,36,1
2020-09-06,530.2449842539202,24.900000000000002,-112.75464996529882,80.0,30.0,8.09963421921911,2020,9,6,6,3,36,1
2020-09-07,329.2775626982688,25.0,-140.50475821503028,-30.0,0.0,-25.217679086700905,2020,9,7,0,3,37,0
2020-09-08,411.9365925983847,25.1,-131.52064634271088,0.0,0.0,18.35723894109552,2020,9,8,1,3,37,0
2020-09-09,474.57073083645435,25.200000000000003,-93.07239310379838,0.0,0.0,42.44312394025266,2020,9,9,2,3,37,0
2020-09-10,491.3527447048816,25.3,-54.59656050614128,0.0,0.0,20.649305211022938,2020,9,10,3,3,37,0
2020-09-11,479.48288195096876,25.400000000000002,-45.52971872995095,30.0,0.0,-30.387399319080266,2020,9,11,4,3,37,0
2020-09-12,522.6733474973357,25.5,-73.14197104533918,50.0,30.0,-9.684681457325027,2020,9,12,5,3,37,1
2020-09-13,543.8759363648104,25.6,-117.06228661892206,80.0,30.0,25.338222983732454,2020,9,13,6,3,37,1
2020-09-14,336.9284333798038,25.700000000000003,-144.61817730782064,-30.0,0.0,-14.153389312375616,2020,9,14,0,3,38,0
2020-09-15,399.23775958310745,25.8,-135.43862897981705,0.0,0.0,8.876388562924568,2020,9,15,1,3,38,0
2020-09-16,444.5989027661788,25.900000000000002,-96.79377830240794,0.0,0.0,15.492681068586736,2020,9,16,2,3,38,0
2020-09-17,449.3411450289334,26.0,-58.120245539504914,0.0,0.0,-18.53860943156166,2020,9,17,3,3,38,0
2020-09-18,506.05483342461855,26.1,-48.854659454145455,30.0,0.0,-1.1905071212360017,2020,9,18,4,3,38,0
2020-09-19,465.1074709899473,26.200000000000003,-76.26718220867133,50.0,30.0,-64.82534680138146,2020,9,19,5,3,38,1
2020-09-20,495.8254050194381,26.3,-119.98684215387604,80.0,30.0,-20.487752826685796,2020,9,20,6,3,38,1
2020-09-21,344.0074263666627,26.400000000000002,-147.34121060547412,-30.0,0.0,-5.051363027863206,2020,9,21,0,3,39,0
2020-09-22,363.585003214067,26.5,-137.95933314663603,0.0,0.0,-24.95566363929699,2020,9,22,1,3,39,0
2020-09-23,460.1368196792875,26.6,-99.11140639934521,0.0,0.0,32.6482260786327,2020,9,23,2,3,39,0
2020-09-24,437.8630616374474,26.700000000000003,-60.234110803340016,0.0,0.0,-28.602827559212653,2020,9,24,3,3,39,0
2020-09-25,497.2349747650818,26.8,-50.76413550097846,30.0,0.0,-8.800889733939675,2020,9,25,4,3,39,0
2020-09-26,531.5431083261834,26.900000000000002,-77.97170321953836,50.0,30.0,2.614811545721827,2020,9,26,5,3,39,1
2020-09-27,544.3395627389062,27.0,-121.48590304241606,80.0,30.0,28.82546578132231,2020,9,27,6,3,39,1
2020-09-28,319.7483898088171,27.1,-148.63436716759418,-30.0,0.0,-28.717243023588786,2020,9,28,0,3,40,0
2020-09-29,411.4170728509626,27.200000000000003,-139.04620219213663,0.0,0.0,23.263275043099192,2020,9,29,1,3,40,0
2020-09-30,427.5129953549185,27.3,-99.99166586547321,0.0,0.0,0.20466122039174098,2020,9,30,2,3,40,0
2020-10-01,446.86232712882355,27.400000000000002,-60.907499850217384,0.0,0.0,-19.63017302095902,2020,10,1,3,4,40,0
2020-10-02,515.5116148963675,27.5,-51.23045458889787,30.0,0.0,9.242069485265414,2020,10,2,4,4,40,0
2020-10-03,533.3503797433794,27.6,-78.23081416809,50.0,30.0,3.9811939114694006,2020,10,3,5,4,40,1
2020-10-04,504.1579333853906,27.700000000000003,-121.53772907143357,80.0,30.0,-12.004337543175893,2020,10,4,6,4,40,1
2020-10-05,350.7171487798939,27.8,-148.47889291990646,-30.0,0.0,1.396041699800377,2020,10,5,0,4,41,0
2020-10-06,381.5102543246453,27.900000000000002,-138.6834737381195,0.0,0.0,-7.706271937235199,2020,10,6,1,4,41,0
2020-10-07,430.8485562156293,28.0,-99.42179068939568,0.0,0.0,2.27034690502496,2020,10,7,2,4,41,0
2020-10-08,481.21196667202867,28.1,-60.13064681839228,0.0,0.0,13.242613490420927,2020,10,8,3,4,41,0
2020-10-09,539.6734824232633,28.200000000000003,-50.24685389964385,30.0,0.0,31.72033632290704,2020,10,9,4,4,41,0
2020-10-10,506.50293273994237,28.3,-77.0407572835206,50.0,30.0,-24.756309976536983,2020,10,10,5,4,41,1
2020-10-11,560.9190988620386,28.400000000000002,-120.14156863108668,80.0,30.0,42.66066749312533,2020,10,11,6,4,41,1
2020-10-12,312.58120137329774,28.5,-146.87704263625224,-30.0,0.0,-39.041755990450035,2020,10,12,0,4,42,0
2020-10-13,388.6878898253213,28.6,-136.87640827396706,0.0,0.0,-3.035701900711665,2020,10,13,1,4,42,0
2020-10-14,443.05629861244796,28.700000000000003,-97.41004551724362,0.0,0.0,11.766344129691523,2020,10,14,2,4,42,0
2020-10-15,476.5050192929511,28.8,-57.91481806174953,0.0,0.0,5.619837354700654,2020,10,15,3,4,42,0
2020-10-16,498.61841144719364,28.900000000000002,-47.827598156394444,30.0,0.0,-12.453990396411879,2020,10,16,4,4,42,0
2020-10-17,530.4187635615034,29.0,-74.41879143135107,50.0,30.0,-4.162445007145506,2020,10,17,5,4,42,1
2020-10-18,511.92231169175506,29.1,-117.31766961506835,80.0,30.0,-9.860018693176663,2020,10,18,6,4,42,1
2020-10-19,343.56065762250967,29.200000000000003,-143.8520472386061,-30.0,0.0,-11.787295138884236,2020,10,19,0,4,43,0
2020-10-20,412.6408290743041,29.3,-133.6512128661163,0.0,0.0,16.9920419404205,2020,10,20,1,4,43,0
2020-10-21,442.5547039251116,29.400000000000002,-93.98560579418933,0.0,0.0,7.140309719300947,2020,10,21,2,4,43,0
2020-10-22,461.3496593358967,29.5,-54.292148758890235,0.0,0.0,-13.858191905213085,2020,10,22,3,4,43,0
2020-10-23,533.5842247598366,29.6,-44.00777274882836,30.0,0.0,17.991997508665015,2020,10,23,4,4,43,0
2020-10-24,545.4430486017461,29.700000000000003,-70.40294181578605,50.0,30.0,6.145990417532187,2020,10,24,5,4,43,1
2020-10-25,542.950256602369,29.8,-113.10698577441016,80.0,30.0,16.257242376779203,2020,10,25,6,4,43,1
2020-10-26,373.0447999491175,29.900000000000002,-139.44777688935477,-30.0,0.0,12.592576838472244,2020,10,26,0,4,44,0
2020-10-27,384.36543869293155,30.0,-129.05466108862703,0.0,0.0,-16.579900218441452,2020,10,27,1,4,44,0
2020-10-28,429.6982445501049,30.1,-89.19813464595576,0.0,0.0,-11.203620803939394,2020,10,28,2,4,44,0
2020-10-29,495.8306952315305,30.200000000000003,-49.315176870934756,0.0,0.0,14.945872102465236,2020,10,29,3,4,44,0
2020-10-30,533.6646304033364,30.3,-38.84277490533279,30.0,0.0,12.207405308669298,2020,10,30,4,4,44,0
2020-10-31,544.9305196036357,30.400000000000002,-65.05144851708133,50.0,30.0,-0.41803187928296265,2020,10,31,5,4,44,1
2020-11-01,535.275964882717,30.5,-107.57058278345869,80.0,30.0,2.3465476661756397,2020,11,1,6,4,44,1
2020-11-02,392.42519315392485,30.6,-133.72810476184367,-30.0,0.0,25.553297915768496,2020,11,2,0,4,45,0
2020-11-03,395.715157536434,30.700000000000003,-123.15341468684943,0.0,0.0,-11.831427776716598,2020,11,3,1,4,45,0
2020-11-04,458.6248849868208,30.8,-83.1170626365799,0.0,0.0,10.941947623400754,2020,11,4,2,4,45,0
2020-11-05,483.80006574448157,30.900000000000002,-43.05608120684052,0.0,0.0,-4.04385304867788,2020,11,5,3,4,45,0
2020-11-06,524.2388656438106,31.0,-32.40751029164496,30.0,0.0,-4.353624064544407,2020,11,6,4,4,45,0
2020-11-07,574.6336151781555,31.1,-58.44192186158833,50.0,30.0,21.975537039743806,2020,11,7,5,4,45,1
2020-11-08,556.9195743482055,31.200000000000003,-100.78875263155516,80.0,30.0,16.508326979760596,2020,11,8,6,4,45,1
2020-11-09,390.7942120038444,31.3,-126.77598071616828,-30.0,0.0,16.27019272001277,2020,11,9,0,4,46,0
2020-11-10,441.4765193312905,31.400000000000002,-116.0330568117961,0.0,0.0,26.10957614308658,2020,11,10,1,4,46,0
2020-11-11,456.0894959847987,31.5,-75.83058084785645,0.0,0.0,0.420076832655181,2020,11,11,2,4,46,0
2020-11-12,509.63342477964585,31.6,-35.60563464625347,0.0,0.0,13.639059425899278,2020,11,12,3,4,46,0
2020-11-13,530.6993581808238,31.700000000000003,-24.795306687307203,30.0,0.0,-6.205335131869121,2020,11,13,4,4,46,0
2020-11-14,567.6131101760553,31.8,-50.67021687371346,50.0,30.0,6.483327049768842,2020,11,14,5,4,46,1
2020-11-15,546.4372897285923,31.900000000000002,-92.85984918405396,80.0,30.0,-2.6028610873536917,2020,11,15,6,4,46,1
2020-11-16,385.2476909855986,32.0,-118.69222831425577,-30.0,0.0,1.9399192998543637,2020,11,16,0,4,47,0
2020-11-17,436.20628966297033,32.1,-107.79685084576792,0.0,0.0,11.903140508738272,2020,11,17,1,4,47,0
2020-11-18,448.39122445203475,32.2,-67.44436188329584,0.0,0.0,-16.36441366466945,2020,11,18,2,4,47,0
2020-11-19,547.0758578128826,32.300000000000004,-27.07188770082653,0.0,0.0,41.84774551370921,2020,11,19,3,4,47,0
2020-11-20,526.1630918755993,32.4,-16.11656049440655,30.0,0.0,-20.12034762999404,2020,11,20,4,4,47,0
2020-11-21,546.3671846111063,32.5,-41.84904313313902,50.0,30.0,-24.28377225575464,2020,11,21,5,4,47,1
2020-11-22,581.8633556700391,32.6,-83.89886179996228,80.0,30.0,23.162217470001355,2020,11,22,6,4,47,1
2020-11-23,408.93917125865465,32.7,-109.5940826206041,-30.0,0.0,15.833253879258717,2020,11,23,0,4,48,0
2020-11-24,446.71815352156483,32.800000000000004,-98.56424281947825,0.0,0.0,12.482396341043103,2020,11,24,1,4,48,0
2020-11-25,487.3868828399059,32.9,-58.08002734537965,0.0,0.0,12.566910185285598,2020,11,25,2,4,48,0
2020-11-26,515.1764630373506,33.0,-17.578601505711156,0.0,0.0,-0.24493545693829247,2020,11,26,3,4,48,0
2020-11-27,538.6577768626125,33.1,-6.4971357076708,30.0,0.0,-17.94508742971663,2020,11,27,4,4,48,0
2020-11-28,582.6097609659219,33.2,-32.106330197952765,50.0,30.0,1.5160911638745267,2020,11,28,5,4,48,1
2020-11-29,555.7210180773257,33.300000000000004,-74.03574769243208,80.0,30.0,-13.543234230242234,2020,11,29,6,4,48,1
2020-11-30,423.28890467405336,33.4,-99.61348999430163,-30.0,0.0,19.502394668355024,2020,11,30,0,4,49,0
2020-12-01,442.08972323055696,33.5,-88.46912913940027,0.0,0.0,-2.941147630042773,2020,12,1,1,4,49,0
2020-12-02,469.21667205257035,33.6,-47.87338401157942,0.0,0.0,-16.50994393585023,2020,12,2,2,4,49,0
2020-12-03,520.0088302000551,33.7,-7.2634529668851044,0.0,0.0,-6.427716833059868,2020,12,3,3,4,49,0
2020-12-04,575.9820905205628,33.800000000000004,3.923461435050406,30.0,0.0,8.25862908551249,2020,12,4,4,4,49,0
2020-12-05,581.042136644758,33.9,-21.583372299162484,50.0,30.0,-11.274491056079498,2020,12,5,5,4,49,1
2020-12-06,564.142044871561,34.0,-63.41354721711035,80.0,30.0,-16.44440791132863,2020,12,6,6,4,49,1
2020-12-07,420.0785497001499,34.1,-88.89519452968834,-30.0,0.0,4.8737442298382465,2020,12,7,0,4,50,0
2020-12-08,461.4414166744123,34.2,-77.65791474776216,0.0,0.0,4.8993314221744555,2020,12,8,1,4,50,0
2020-12-09,487.18868220351123,34.300000000000004,-36.97245428906614,0.0,0.0,-10.138863507422595,2020,12,9,2,4,50,0
2020-12-10,528.7031957933974,34.4,3.7239619057639075,0.0,0.0,-9.420766112366456,2020,12,10,3,4,50,0
2020-12-11,584.1351043968324,34.5,14.994105649679724,30.0,0.0,4.640998747152726,2020,12,11,4,4,50,0
2020-12-12,575.2055339566961,34.6,-10.432779213357428,50.0,30.0,-28.961686829946483,2020,12,12,5,4,50,1
2020-12-13,564.3644150909623,34.7,-52.18630942150662,80.0,30.0,-28.149275487531106,2020,12,13,6,4,50,1
2020-12-14,412.8364766777995,34.800000000000004,-77.59463889715171,-30.0,0.0,-14.36888442504872,2020,12,14,0,4,51,0
2020-12-15,464.34366708895044,34.9,-66.28738987681261,0.0,0.0,-4.268943034236945,2020,12,15,1,4,51,0
2020-12-16,515.6828218003385,35.0,-25.53532951162155,0.0,0.0,6.218151311960092,2020,12,16,2,4,51,0
2020-12-17,579.8314218617965,35.1,15.224297522805443,0.0,0.0,29.50712433899104,2020,12,17,3,4,51,0
2020-12-18,608.9074367727158,35.2,26.55424430867528,30.0,0.0,17.153192464040387,2020,12,18,4,4,51,0
2020-12-19,613.284966369747,35.300000000000004,1.1837369690155803,50.0,30.0,-3.198770599268542,2020,12,19,5,4,51,1
2020-12-20,604.5028179017426,35.4,-40.51685794020366,80.0,30.0,-0.3803241580537766,2020,12,20,6,4,51,1
2020-12-21,419.57370268000494,35.5,-65.8757100272389,-30.0,0.0,-20.050587292756177,2020,12,21,0,4,52,0
2020-12-22,480.70728109032314,35.6,-54.522456189829086,0.0,0.0,-0.37026271984779807,2020,12,22,1,4,52,0
2020-12-23,516.1989500102698,35.7,-13.727877211327497,0.0,0.0,-5.773172778402758,2020,12,23,2,4,52,0
2020-12-24,569.3251408402281,35.800000000000004,27.07076963346627,0.0,0.0,6.45437120676179,2020,12,24,3,4,52,0
2020-12-25,737.7916069933015,35.9,38.43622586434802,30.0,150.0,-16.54461887104646,2020,12,25,4,4,52,0
2020-12-26,639.4846373669571,36.0,13.097707082133805,50.0,30.0,10.386930284823446,2020,12,26,5,4,52,1
2020-12-27,648.1803486239438,36.1,-28.5744296361078,80.0,30.0,30.654778260051554,2020,12,27,6,4,52,1
2020-12-28,450.1164346994466,36.2,-53.9083623314163,-30.0,0.0,-2.175202969137152,2020,12,28,0,4,53,0
2020-12-29,501.8004991563025,36.300000000000004,-42.53373528567625,0.0,0.0,8.034234441978828,2020,12,29,1,4,53,0
2020-12-30,548.4815442186367,36.4,-1.7213356155855861,0.0,0.0,13.80287983422225,2020,12,30,2,4,53,0
2020-12-31,567.567164685686,36.5,39.09157412340271,0.0,0.0,-8.024409437716725,2020,12,31,3,4,53,0
2021-01-01,621.549580860883,36.6,50.46773122467456,30.0,0.0,4.481849636208335,2021,1,1,4,1,53,0
2021-01-02,642.0881961337875,36.7,25.136348118151503,50.0,30.0,0.2518480156358972,2021,1,2,5,1,53,1
2021-01-03,632.2213017374246,36.800000000000004,-16.532220233552046,80.0,30.0,1.9535219709766345,2021,1,3,6,1,53,1
2021-01-04,449.5736513940314,36.9,-41.86615292885926,-30.0,0.0,-15.46019567710933,2021,1,4,0,1,1,0
2021-01-05,506.99510923552117,37.0,-30.49509424965772,0.0,0.0,0.4902034851788539,2021,1,5,1,1,1,0
2021-01-06,557.3701355696522,37.1,10.310169744743202,0.0,0.0,9.95996582490899,2021,1,6,2,1,1,0
2021-01-07,617.3352507692363,37.2,51.11237861333542,0.0,0.0,29.022872155900835,2021,1,7,3,1,1,0
2021-01-08,648.959689342122,37.300000000000004,62.47427282041787,30.0,0.0,19.185416521704138,2021,1,8,4,1,1,0
2021-01-09,697.588718172537,37.4,37.125069022306,50.0,30.0,43.06364915023113,2021,1,9,5,1,1,1
2021-01-10,627.5881762045103,37.5,-4.564872537728622,80.0,30.0,-15.34695125776099,2021,1,10,6,1,1,1
2021-01-11,495.12268810964696,37.6,-29.92372462476661,-30.0,0.0,17.446412734413563,2021,1,11,0,1,2,0
2021-01-12,522.785715978226,37.7,-18.581124136541135,0.0,0.0,3.6668401147670346,2021,1,12,1,1,2,0
2021-01-13,603.7882099647715,37.800000000000004,22.19215130041801,0.0,0.0,43.796058664353446,2021,1,13,2,1,2,0
2021-01-14,584.6928850168931,37.9,62.95885072399624,0.0,0.0,-16.16596570710303,2021,1,14,3,1,2,0
2021-01-15,625.4872882770942,38.0,74.2817251207097,30.0,0.0,-16.79443684361552,2021,1,15,4,1,2,0
2021-01-16,655.0021498004089,38.1,48.890002709289305,50.0,30.0,-11.987852908880443,2021,1,16,5,1,2,1
2021-01-17,612.8761418459868,38.2,7.154056332182904,80.0,30.0,-42.47791448619614,2021,1,17,6,1,2,1
2021-01-18,479.53062642292275,38.300000000000004,-18.254273143461983,-30.0,0.0,-10.51510043361522,2021,1,18,0,1,3,0
2021-01-19,516.2527388147605,38.400000000000006,-6.9646079541655155,0.0,0.0,-15.18265323107396,2021,1,19,1,1,3,0
2021-01-20,575.2601656889359,38.5,33.752289959411776,0.0,0.0,3.0078757295241525,2021,1,20,2,1,3,0
2021-01-21,619.894305856581,38.6,74.45918634103779,0.0,0.0,6.835119515543189,2021,1,21,3,1,3,0
2021-01-22,691.9422666824764,38.7,85.7188498981586,30.0,0.0,37.523416784317725,2021,1,22,4,1,3,0
2021-01-23,698.0690043439614,38.800000000000004,60.2605275802405,50.0,30.0,19.008476763721006,2021,1,23,5,1,3,1
2021-01-24,655.8165388514723,38.900000000000006,18.454611964720357,80.0,30.0,-11.538073113248062,2021,1,24,6,1,3,1
2021-01-25,484.0046712251739,39.0,-7.027035347858906,-30.0,0.0,-17.968293426967158,2021,1,25,0,1,4,0
2021-01-26,553.1243685617724,39.1,4.185985131642312,0.0,0.0,9.838383430130115,2021,1,26,1,1,4,0
2021-01-27,557.6182700336276,39.2,44.82293417404033,0.0,0.0,-26.404664140412844,2021,1,27,2,1,4,0
2021-01-28,661.3757765307738,39.300000000000004,85.4466012136868,0.0,0.0,36.629175317087075,2021,1,28,3,1,4,0
2021-01-29,689.608582035096,39.400000000000006,96.61977962067027,30.0,0.0,23.58880241442574,2021,1,29,4,1,4,0
2021-01-30,681.1882289297818,39.5,71.07174197187591,50.0,30.0,-9.383513042094096,2021,1,30,5,1,4,1
2021-01-31,644.5102168475144,39.6,29.172907429331897,80.0,30.0,-34.26269058181756,2021,1,31,6,1,4,1
2021-02-01,540.3726126107723,39.7,3.5951651274640355,-30.0,0.0,27.077447483308266,2021,2,1,0,1,5,0
2021-02-02,552.218146125376,39.800000000000004,14.708943030428472,0.0,0.0,-2.290796905052358,2021,2,2,1,1,5,0
2021-02-03,619.8998575562293,39.900000000000006,55.24353131676015,0.0,0.0,24.756326239469235,2021,2,3,2,1,5,0
2021-02-04,603.8731965766254,40.0,95.76174975251278,0.0,0.0,-31.888553175887342,2021,2,4,3,1,5,0
2021-02-05,664.9389224953962,40.1,106.82642295447175,30.0,0.0,-11.987500459075457,2021,2,5,4,1,5,0
2021-02-06,701.4717296463192,40.2,81.16685565195554,50.0,30.0,0.10487399436366332,2021,2,6,5,1,5,1
2021-02-07,690.3931119309324,40.300000000000004,39.15350005563751,80.0,30.0,0.9396118752948411,2021,2,7,6,1,5,1
2021-02-08,514.8569698054105,40.400000000000006,13.458279234995416,-30.0,0.0,-9.001309429584873,2021,2,8,0,1,6,0
2021-02-09,577.4086546125654,40.5,24.451655965615487,0.0,0.0,12.456998646949975,2021,2,9,1,1,6,0
2021-02-10,584.1105475158463,40.6,64.86295610349815,0.0,0.0,-21.352408587651887,2021,2,10,2,1,6,0
2021-02-11,643.1074462472042,40.7,105.25503594763,0.0,0.0,-2.84758970042587,2021,2,11,3,1,6,0
2021-02-12,689.3966701266238,40.800000000000004,116.19075749238587,30.0,0.0,2.405912634237977,2021,2,12,4,1,6,0
2021-02-13,721.5882403594193,40.900000000000006,90.3994636782443,50.0,30.0,10.28877668117498,2021,2,13,5,1,6,1
2021-02-14,713.4839433110659,41.0,48.25164574928806,80.0,30.0,14.232297561777791,2021,2,14,6,1,6,1
2021-02-15,511.02642478232895,41.1,22.419266619086372,-30.0,0.0,-22.49284183675738,2021,2,15,0,1,7,0
2021-02-16,543.7905462914761,41.2,33.27282970618839,0.0,0.0,-30.682283414712444,2021,2,16,1,1,7,0
2021-02-17,640.3952387343676,41.300000000000004,73.54170229639747,0.0,0.0,25.55353643797018,2021,2,17,2,1,7,0
2021-02-18,661.8350631326471,41.400000000000006,113.78878289305518,0.0,0.0,6.6462802395918334,2021,2,18,3,1,7,0
2021-02-19,681.1072457258167,41.5,124.5769764569478,30.0,0.0,-14.969730731131072,2021,2,19,4,1,7,0
2021-02-20,751.2587091547202,41.6,98.63566964426978,50.0,30.0,31.02303951045046,2021,2,20,5,1,7,1
2021-02-21,710.3488908370566,41.7,56.3353981511993,80.0,30.0,2.3134926858571734,2021,2,21,6,1,7,1
2021-02-22,565.7341137478627,41.800000000000004,30.348170066586263,-30.0,0.0,23.58594368127653,2021,2,22,0,1,8,0
2021-02-23,584.294904322268,41.900000000000006,41.04453469406589,0.0,0.0,1.350369628202179,2021,2,23,1,1,8,0
2021-02-24,664.3688643983766,42.0,81.15390590073682,0.0,0.0,41.21495849763974,2021,2,24,2,1,8,0
2021-02-25,698.4460463025064,42.1,121.2392294536422,0.0,0.0,35.106816848864085,2021,2,25,3,1,8,0
2021-02-26,699.0841752760906,42.2,131.863458245672,30.0,0.0,-4.97928296958147,2021,2,26,4,1,8,0
2021-02-27,747.4874465384144,42.300000000000004,105.75602751932729,50.0,30.0,19.43141901908711,2021,2,27,5,1,8,1
2021-02-28,728.5950411885785,42.400000000000006,63.287522196875564,80.0,30.0,12.90751899170295,2021,2,28,6,1,8,1
2021-03-01,577.0026313691366,42.5,37.13000021848966,-30.0,0.0,27.372631150646974,2021,3,1,0,1,9,0
2021-03-02,570.9555921379553,42.6,47.654061349557274,0.0,0.0,-19.29846921160209,2021,3,2,1,1,9,0
2021-03-03,644.0101997143928,42.7,87.58917051442391,0.0,0.0,13.721029199968786,2021,3,3,2,1,9,0
2021-03-04,691.4668148547282,42.800000000000004,127.49832511773648,0.0,0.0,21.168489736991756,2021,3,4,3,1,9,0
2021-03-05,675.6697405265833,42.900000000000006,137.94453025504563,30.0,0.0,-35.17478972846229,2021,3,5,4,1,9,0
2021-03-06,710.9921036677868,43.0,111.65727392110227,50.0,30.0,-23.6651702533155,2021,3,6,5,1,9,1
2021-03-07,681.3225507691827,43.1,69.00719432438476,80.0,30.0,-40.78464355520201,2021,3,7,6,1,9,1
2021-03-08,550.4782665205513,43.2,42.66640320944234,-30.0,0.0,-5.388136688891153,2021,3,8,0,1,10,0
2021-03-09,610.6563997641814,43.300000000000004,53.005554648262155,0.0,0.0,14.350845115919242,2021,3,9,1,1,10,0
2021-03-10,666.2013093998387,43.400000000000006,92.75416835791816,0.0,0.0,30.04714104192056,2021,3,10,2,1,10,0
2021-03-11,677.4571926140892,43.5,132.47529700569373,0.0,0.0,1.4818956083955037,2021,3,11,3,1,10,0
2021-03-12,748.904312314707,43.6,142.73200140328117,30.0,0.0,32.57231091142584,2021,3,12,4,1,10,0
2021-03-13,712.3517965342953,43.7,116.25382569859315,50.0,30.0,-27.60202916429783,2021,3,13,5,1,10,1
2021-03-14,693.1438158865344,43.800000000000004,73.41146467363752,80.0,30.0,-34.067648787103096,2021,3,14,6,1,10,1
2021-03-15,559.6661330721674,43.900000000000006,46.877087050099775,-30.0,0.0,-1.1109539779323756,2021,3,15,0,1,11,0
2021-03-16,608.7027132426142,44.0,57.02140426382811,0.0,0.0,7.681308978786145,2021,3,16,1,1,11,0
2021-03-17,640.0200988036011,44.1,96.57399376548294,0.0,0.0,-0.6538949618818622,2021,3,17,2,1,11,0
2021-03-18,638.9491243077556,44.2,136.09796630855305,0.0,0.0,-41.34884200079753,2021,3,18,3,1,11,0
2021-03-19,718.6740403360775,44.300000000000004,146.15644112633333,30.0,0.0,-1.7824007902557681,2021,3,19,4,1,11,0
2021-03-20,717.7896310963459,44.400000000000006,119.47902110644301,50.0,30.0,-26.089390010097063,2021,3,20,5,1,11,1
2021-03-21,744.3299110478848,44.5,76.43646007128403,80.0,30.0,13.39345097660077,2021,3,21,6,1,11,1
2021-03-22,571.6329509880551,44.6,49.70098606611806,-30.0,0.0,7.331964921936965,2021,3,22,0,1,12,0
2021-03-23,585.5457743894489,44.7,59.643370115995985,0.0,0.0,-18.797595726547105,2021,3,23,1,1,12,0
2021-03-24,633.5159111620005,44.800000000000004,98.99324950873452,0.0,0.0,-10.27733834673387,2021,3,24,2,1,12,0
2021-03-25,662.0295246274159,44.900000000000006,138.31379506519488,0.0,0.0,-21.18427043777903,2021,3,25,3,1,12,0
2021-03-26,721.9146043530233,45.0,148.1681862984867,30.0,0.0,-1.2535819454634376,2021,3,26,4,1,12,0
2021-03-27,765.488932980621,45.1,121.2860865705962,50.0,30.0,19.102846410024764,2021,3,27,5,1,12,1
2021-03-28,713.5237894282288,45.2,78.03831035493963,80.0,30.0,-19.714520926710875,2021,3,28,6,1,12,1
2021-03-29,576.4780768168223,45.300000000000004,51.097146506465506,-30.0,0.0,10.080930310356887,2021,3,29,0,1,13,0
2021-03-30,595.6282746331162,45.400000000000006,60.833427000565024,0.0,0.0,-10.605152367448817,2021,3,30,1,1,13,0
2021-03-31,629.6193935527432,45.5,99.97685019799006,0.0,0.0,-15.857456645246884,2021,3,31,2,1,13,0
2021-04-01,682.5500408979289,45.6,139.09064809702,0.0,0.0,-2.1406071990911566,2021,4,1,3,2,13,0
2021-04-02,703.7332150261775,45.7,148.73806147456492,30.0,0.0,-20.70484644838748,2021,4,2,4,2,13,0
